Run,Climate,System,Parametric,Heating [kBtuh]_92,Cooling [kBtuh]_92,Fan [kBtuh]_92,Heat [kW]_92,Cool [kW]_92,Fan [kW]_92,Demand [kW]_92,Heating [kBtuh]_95,Cooling [kBtuh]_95,Fan [kBtuh]_95,Heat [kW]_95,Cool [kW]_95,Fan [kW]_95,Demand [kW]_95,U,SHGC,Demand%Diff
30,5A,Gas,ORD+gasfurnace+slab+1990_para00030Table.csv,0,12.89,2.89,0,3.8,0.84677,4.64677,0,12.92,2.9,0,3.8,0.8497,4.6497,0.9,0.85,0.063054552
31,5A,Gas,ORD+gasfurnace+slab+1990_para00031Table.csv,0,9.2,1.86,0,2.7,0.54498,3.24498,0,9.27,1.87,0,2.7,0.54791,3.24791,1.1,0.1,0.090293315
32,5A,Gas,ORD+gasfurnace+slab+1990_para00032Table.csv,0,10.78,2.2,0,3.2,0.6446,3.8446,0,10.79,2.21,0,3.2,0.64753,3.84753,1.1,0.25,0.076210789
33,5A,Gas,ORD+gasfurnace+slab+1990_para00033Table.csv,0,10.52,2.24,0,3.1,0.65632,3.75632,0,10.59,2.27,0,3.1,0.66511,3.76511,1.1,0.4,0.234005623
34,5A,Gas,ORD+gasfurnace+slab+1990_para00034Table.csv,0,11.47,2.5,0,3.4,0.7325,4.1325,0,11.43,2.49,0,3.3,0.72957,4.02957,1.1,0.55,-2.490744102
35,5A,Gas,ORD+gasfurnace+slab+1990_para00035Table.csv,0,12.25,2.71,0,3.6,0.79403,4.39403,0,12.27,2.72,0,3.6,0.79696,4.39696,1.1,0.7,0.066681384
36,5A,Gas,ORD+gasfurnace+slab+1990_para00036Table.csv,0,12.94,2.91,0,3.8,0.85263,4.65263,0,12.96,2.91,0,3.8,0.85263,4.65263,1.1,0.85,0
1,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00001Table.csv,0,6.07,3.79,0,1.8,1.11047,2.91047,0,6.12,3.79,0,1.8,1.11047,2.91047,0.1,0.1,0
2,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00002Table.csv,0,6.63,1.34,0,1.9,0.39262,2.29262,0,6.62,1.34,0,1.9,0.39262,2.29262,0.1,0.25,0
3,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00003Table.csv,0,7.31,1.52,0,2.1,0.44536,2.54536,0,7.54,1.58,0,2.2,0.46294,2.66294,0.1,0.4,4.619385863
4,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00004Table.csv,0,7.74,1.66,0,2.3,0.48638,2.78638,0,7.96,1.71,0,2.3,0.50103,2.80103,0.1,0.55,0.52577179
5,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00005Table.csv,0,9.41,2.05,0,2.8,0.60065,3.40065,0,9.65,2.11,0,2.8,0.61823,3.41823,0.1,0.7,0.516959993
6,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00006Table.csv,0,10.73,2.39,0,3.1,0.70027,3.80027,0,10.62,2.37,0,3.1,0.69441,3.79441,0.1,0.85,-0.15419957
7,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00007Table.csv,0,6.26,1.23,0,1.8,0.36039,2.16039,0,6.32,1.25,0,1.9,0.36625,2.26625,0.3,0.1,4.900041196
8,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00008Table.csv,0,6.71,0,0,2,0,2,0,6.81,0,0,2,0,2,0.3,0.25,0
9,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00009Table.csv,0,7.43,1.56,0,2.2,0.45708,2.65708,0,7.66,1.61,0,2.2,0.47173,2.67173,0.3,0.4,0.551357129
10,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00010Table.csv,0,7.86,1.69,0,2.3,0.49517,2.79517,0,8.04,1.73,0,2.4,0.50689,2.90689,0.3,0.55,3.996894643
11,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00011Table.csv,0,9.56,2.08,0,2.8,0.60944,3.40944,0,9.77,2.13,0,2.9,0.62409,3.52409,0.3,0.7,3.362722324
12,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00012Table.csv,0,10.87,2.42,0,3.2,0.70906,3.90906,0,10.7,2.39,0,3.1,0.70027,3.80027,0.3,0.85,-2.783022005
13,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00013Table.csv,0,6.45,1.27,0,1.9,0.37211,2.27211,0,6.49,1.28,0,1.9,0.37504,2.27504,0.5,0.1,0.128955024
14,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00014Table.csv,0,6.87,1.4,0,2,0.4102,2.4102,0,6.92,1.42,0,2,0.41606,2.41606,0.5,0.25,0.24313335
15,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00015Table.csv,0,7.56,1.59,0,2.2,0.46587,2.66587,0,7.72,1.62,0,2.3,0.47466,2.77466,0.5,0.4,4.080844152
16,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00016Table.csv,0,7.97,1.72,0,2.3,0.50396,2.80396,0,8.12,1.76,0,2.4,0.51568,2.91568,0.5,0.55,3.98436497
17,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00017Table.csv,0,9.7,2.12,0,2.8,0.62116,3.42116,0,9.87,2.16,0,2.9,0.63288,3.53288,0.5,0.7,3.26555905
18,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00018Table.csv,0,10.99,2.46,0,3.2,0.72078,3.92078,0,10.78,2.41,0,3.2,0.70613,3.90613,0.5,0.85,-0.373650141
19,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00019Table.csv,0,6.59,1.31,0,1.9,0.38383,2.28383,0,6.65,1.32,0,1.9,0.38676,2.28676,0.7,0.1,0.128293262
20,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00020Table.csv,0,7.06,1.45,0,2.1,0.42485,2.52485,0,7.09,1.46,0,2.1,0.42778,2.52778,0.7,0.25,0.116046498
21,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00021Table.csv,0,7.61,1.61,0,2.2,0.47173,2.67173,0,7.76,1.64,0,2.3,0.48052,2.78052,0.7,0.4,4.071893492
22,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00022Table.csv,0,9.03,1.92,0,2.6,0.56256,3.16256,0,9.29,1.97,0,2.7,0.57721,3.27721,0.7,0.55,3.625227664
23,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00023Table.csv,0,9.97,2.19,0,2.9,0.64167,3.54167,0,10.14,2.22,0,3,0.65046,3.65046,0.7,0.7,3.071714756
24,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00024Table.csv,0,11.14,2.5,0,3.3,0.7325,4.0325,0,11.03,2.47,0,3.2,0.72371,3.92371,0.7,0.85,-2.69783013
25,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00025Table.csv,0,6.73,1.34,0,2,0.39262,2.39262,0,6.78,1.35,0,2,0.39555,2.39555,0.9,0.1,0.122459898
26,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00026Table.csv,0,7.21,1.49,0,2.1,0.43657,2.53657,0,7.24,1.49,0,2.1,0.43657,2.53657,0.9,0.25,0
27,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00027Table.csv,0,7.69,1.64,0,2.3,0.48052,2.78052,0,7.79,1.65,0,2.3,0.48345,2.78345,0.9,0.4,0.105375973
28,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00028Table.csv,0,9.47,2.02,0,2.8,0.59186,3.39186,0,9.47,2.04,0,2.8,0.59772,3.39772,0.9,0.55,0.172766565
29,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00029Table.csv,0,10.3,2.27,0,3,0.66511,3.66511,0,10.38,2.29,0,3,0.67097,3.67097,0.9,0.7,0.159886061
30,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00030Table.csv,0,11.24,2.53,0,3.3,0.74129,4.04129,0,11.23,2.52,0,3.3,0.73836,4.03836,0.9,0.85,-0.072501602
31,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00031Table.csv,0,6.83,1.36,0,2,0.39848,2.39848,0,6.86,1.37,0,2,0.40141,2.40141,1.1,0.1,0.122160702
32,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00032Table.csv,0,7.31,1.51,0,2.1,0.44243,2.54243,0,7.33,1.51,0,2.1,0.44243,2.54243,1.1,0.25,0
33,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00033Table.csv,0,8.74,1.83,0,2.6,0.53619,3.13619,0,8.76,1.83,0,2.6,0.53619,3.13619,1.1,0.4,0
34,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00034Table.csv,0,9.6,2.08,0,2.8,0.60944,3.40944,0,9.58,2.07,0,2.8,0.60651,3.40651,1.1,0.55,-0.085937867
35,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00035Table.csv,0,10.48,2.32,0,3.1,0.67976,3.77976,0,10.46,2.31,0,3.1,0.67683,3.77683,1.1,0.7,-0.077518149
36,5A,Gas,ORD+gasfurnace+slab+IECC_2006_para00036Table.csv,0,11.26,2.53,0,3.3,0.74129,4.04129,0,11.27,2.53,0,3.3,0.74129,4.04129,1.1,0.85,0
1,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00001Table.csv,0,4.46,3.77,0,1.3,1.10461,2.40461,0,4.52,3.77,0,1.3,1.10461,2.40461,0.1,0.1,0
2,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00002Table.csv,0,5.01,1.07,0,1.5,0.31351,1.81351,0,5.08,1.09,0,1.5,0.31937,1.81937,0.1,0.25,0.323130283
3,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00003Table.csv,0,5.51,1.22,0,1.6,0.35746,1.95746,0,5.72,1.27,0,1.7,0.37211,2.07211,0.1,0.4,5.857080094
4,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00004Table.csv,0,6.84,1.53,0,2,0.44829,2.44829,0,7.11,1.6,0,2.1,0.4688,2.5688,0.1,0.55,4.922211013
5,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00005Table.csv,0,7.75,1.78,0,2.3,0.52154,2.82154,0,7.94,1.83,0,2.3,0.53619,2.83619,0.1,0.7,0.51922
6,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00006Table.csv,0,8.84,2.07,0,2.6,0.60651,3.20651,0,8.76,2.06,0,2.6,0.60358,3.20358,0.1,0.85,-0.091376606
7,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00007Table.csv,0,4.59,0.94,0,1.3,0.27542,1.57542,0,4.65,0.96,0,1.4,0.28128,1.68128,0.3,0.1,6.71947798
8,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00008Table.csv,0,5.13,0,0,1.5,0,1.5,0,5.2,0,0,1.5,0,1.5,0.3,0.25,0
9,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00009Table.csv,0,5.64,1.25,0,1.7,0.36625,2.06625,0,5.84,1.3,0,1.7,0.3809,2.0809,0.3,0.4,0.709013914
10,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00010Table.csv,0,6.98,1.57,0,2,0.46001,2.46001,0,7.22,1.63,0,2.1,0.47759,2.57759,0.3,0.55,4.779655367
11,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00011Table.csv,0,7.87,1.81,0,2.3,0.53033,2.83033,0,8.04,1.85,0,2.4,0.54205,2.94205,0.3,0.7,3.947242901
12,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00012Table.csv,0,8.96,2.1,0,2.6,0.6153,3.2153,0,8.86,2.08,0,2.6,0.60944,3.20944,0.3,0.85,-0.1822536
13,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00013Table.csv,0,4.75,0.98,0,1.4,0.28714,1.68714,0,4.8,1,0,1.4,0.293,1.693,0.5,0.1,0.347333357
14,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00014Table.csv,0,5.25,1.13,0,1.5,0.33109,1.83109,0,5.31,1.15,0,1.6,0.33695,1.93695,0.5,0.25,5.781255973
15,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00015Table.csv,0,5.75,1.28,0,1.7,0.37504,2.07504,0,5.93,1.33,0,1.7,0.38969,2.08969,0.5,0.4,0.706010487
16,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00016Table.csv,0,7.11,1.6,0,2.1,0.4688,2.5688,0,7.34,1.66,0,2.2,0.48638,2.68638,0.5,0.55,4.577234506
17,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00017Table.csv,0,8.01,1.85,0,2.3,0.54205,2.84205,0,8.14,1.88,0,2.4,0.55084,2.95084,0.5,0.7,3.827870727
18,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00018Table.csv,0,9.07,2.13,0,2.7,0.62409,3.32409,0,8.94,2.1,0,2.6,0.6153,3.2153,0.5,0.85,-3.272775406
19,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00019Table.csv,0,4.9,1.02,0,1.4,0.29886,1.69886,0,4.95,1.04,0,1.5,0.30472,1.80472,0.7,0.1,6.231237418
20,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00020Table.csv,0,5.4,1.17,0,1.6,0.34281,1.94281,0,5.46,1.19,0,1.6,0.34867,1.94867,0.7,0.25,0.301624966
21,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00021Table.csv,0,5.96,1.33,0,1.7,0.38969,2.08969,0,6.1,1.37,0,1.8,0.40141,2.20141,0.7,0.4,5.34624753
22,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00022Table.csv,0,7.37,1.67,0,2.2,0.48931,2.68931,0,7.56,1.71,0,2.2,0.50103,2.70103,0.7,0.55,0.435799517
23,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00023Table.csv,0,8.24,1.91,0,2.4,0.55963,2.95963,0,8.34,1.93,0,2.4,0.56549,2.96549,0.7,0.7,0.197997723
24,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00024Table.csv,0,9.2,2.16,0,2.7,0.63288,3.33288,0,9.11,2.14,0,2.7,0.62702,3.32702,0.7,0.85,-0.175823912
25,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00025Table.csv,0,5.04,1.05,0,1.5,0.30765,1.80765,0,5.09,1.07,0,1.5,0.31351,1.81351,0.9,0.1,0.3241778
26,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00026Table.csv,0,5.56,1.21,0,1.6,0.35453,1.95453,0,5.6,1.22,0,1.6,0.35746,1.95746,0.9,0.25,0.149908162
27,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00027Table.csv,0,6.83,1.52,0,2,0.44536,2.44536,0,6.98,1.55,0,2,0.45415,2.45415,0.9,0.4,0.359456276
28,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00028Table.csv,0,7.71,1.76,0,2.3,0.51568,2.81568,0,7.77,1.77,0,2.3,0.51861,2.81861,0.9,0.55,0.10406012
29,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00029Table.csv,0,8.48,1.96,0,2.5,0.57428,3.07428,0,8.54,1.98,0,2.5,0.58014,3.08014,0.9,0.7,0.190613737
30,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00030Table.csv,0,9.31,2.2,0,2.7,0.6446,3.3446,0,9.27,2.18,0,2.7,0.63874,3.33874,0.9,0.85,-0.175207798
31,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00031Table.csv,0,5.14,1.08,0,1.5,0.31644,1.81644,0,5.17,1.09,0,1.5,0.31937,1.81937,1.1,0.1,0.16130453
32,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00032Table.csv,0,5.65,1.24,0,1.7,0.36332,2.06332,0,5.68,1.24,0,1.7,0.36332,2.06332,1.1,0.25,0
33,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00033Table.csv,0,6.99,1.56,0,2,0.45708,2.45708,0,7.09,1.58,0,2.1,0.46294,2.56294,1.1,0.4,4.308366028
34,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00034Table.csv,0,7.89,1.8,0,2.3,0.5274,2.8274,0,7.87,1.79,0,2.3,0.52447,2.82447,1.1,0.55,-0.103628776
35,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00035Table.csv,0,8.62,2,0,2.5,0.586,3.086,0,8.62,2,0,2.5,0.586,3.086,1.1,0.7,0
36,5A,Gas,ORD+gasfurnace+slab+IECC_2018_para00036Table.csv,0,9.39,2.22,0,2.8,0.65046,3.45046,0,9.32,2.2,0,2.7,0.6446,3.3446,1.1,0.85,-3.067996731
1,6A,Elec,BVT+elecres+slab+1990_para00001Table.csv,64.61,0,3.05,18.93,0,0.89365,19.82365,64.61,0,3.05,18.93,0,0.89365,19.82365,0.1,0.1,0
2,6A,Elec,BVT+elecres+slab+1990_para00002Table.csv,64.61,0,1.9,18.93,0,0.5567,19.4867,64.61,0,1.9,18.93,0,0.5567,19.4867,0.1,0.25,0
3,6A,Elec,BVT+elecres+slab+1990_para00003Table.csv,64.61,0,1.9,18.93,0,0.5567,19.4867,64.61,0,1.9,18.93,0,0.5567,19.4867,0.1,0.4,0
4,6A,Elec,BVT+elecres+slab+1990_para00004Table.csv,64.61,0,1.91,18.93,0,0.55963,19.48963,64.61,0,2.02,18.93,0,0.59186,19.52186,0.1,0.55,0.165369994
5,6A,Elec,BVT+elecres+slab+1990_para00005Table.csv,64.61,0,2.21,18.93,0,0.64753,19.57753,64.61,0,2.28,18.93,0,0.66804,19.59804,0.1,0.7,0.10476296
6,6A,Elec,BVT+elecres+slab+1990_para00006Table.csv,64.61,0,2.57,18.93,0,0.75301,19.68301,64.61,0,2.54,18.93,0,0.74422,19.67422,0.1,0.85,-0.044657804
7,6A,Elec,BVT+elecres+slab+1990_para00007Table.csv,68.59,0,2.02,20.1,0,0.59186,20.69186,68.59,0,2.02,20.1,0,0.59186,20.69186,0.3,0.1,0
8,6A,Elec,BVT+elecres+slab+1990_para00008Table.csv,68.59,0,0,20.1,0,0,20.1,68.59,0,0,20.1,0,0,20.1,0.3,0.25,0
9,6A,Elec,BVT+elecres+slab+1990_para00009Table.csv,68.59,0,2.02,20.1,0,0.59186,20.69186,68.59,0,2.02,20.1,0,0.59186,20.69186,0.3,0.4,0
10,6A,Elec,BVT+elecres+slab+1990_para00010Table.csv,68.59,0,2.02,20.1,0,0.59186,20.69186,68.59,0,2.04,20.1,0,0.59772,20.69772,0.3,0.55,0.028320315
11,6A,Elec,BVT+elecres+slab+1990_para00011Table.csv,68.59,0,2.22,20.1,0,0.65046,20.75046,68.59,0,2.29,20.1,0,0.67097,20.77097,0.3,0.7,0.098841182
12,6A,Elec,BVT+elecres+slab+1990_para00012Table.csv,68.59,0,2.58,20.1,0,0.75594,20.85594,68.59,0,2.54,20.1,0,0.74422,20.84422,0.3,0.85,-0.056195022
13,6A,Elec,BVT+elecres+slab+1990_para00013Table.csv,71.97,0,2.13,21.09,0,0.62409,21.71409,71.97,0,2.13,21.09,0,0.62409,21.71409,0.5,0.1,0
14,6A,Elec,BVT+elecres+slab+1990_para00014Table.csv,71.97,0,2.13,21.09,0,0.62409,21.71409,71.97,0,2.13,21.09,0,0.62409,21.71409,0.5,0.25,0
15,6A,Elec,BVT+elecres+slab+1990_para00015Table.csv,71.97,0,2.13,21.09,0,0.62409,21.71409,71.97,0,2.13,21.09,0,0.62409,21.71409,0.5,0.4,0
16,6A,Elec,BVT+elecres+slab+1990_para00016Table.csv,71.97,0,2.13,21.09,0,0.62409,21.71409,71.97,0,2.13,21.09,0,0.62409,21.71409,0.5,0.55,0
17,6A,Elec,BVT+elecres+slab+1990_para00017Table.csv,71.97,0,2.25,21.09,0,0.65925,21.74925,71.97,0,2.3,21.09,0,0.6739,21.7639,0.5,0.7,0.067358645
18,6A,Elec,BVT+elecres+slab+1990_para00018Table.csv,71.97,0,2.6,21.09,0,0.7618,21.8518,71.97,0,2.55,21.09,0,0.74715,21.83715,0.5,0.85,-0.067042532
19,6A,Elec,BVT+elecres+slab+1990_para00019Table.csv,74.88,0,2.23,21.94,0,0.65339,22.59339,74.88,0,2.23,21.94,0,0.65339,22.59339,0.7,0.1,0
20,6A,Elec,BVT+elecres+slab+1990_para00020Table.csv,74.88,0,2.23,21.94,0,0.65339,22.59339,74.88,0,2.23,21.94,0,0.65339,22.59339,0.7,0.25,0
21,6A,Elec,BVT+elecres+slab+1990_para00021Table.csv,74.89,0,2.23,21.94,0,0.65339,22.59339,74.89,0,2.23,21.94,0,0.65339,22.59339,0.7,0.4,0
22,6A,Elec,BVT+elecres+slab+1990_para00022Table.csv,74.89,0,2.23,21.94,0,0.65339,22.59339,74.89,0,2.23,21.94,0,0.65339,22.59339,0.7,0.55,0
23,6A,Elec,BVT+elecres+slab+1990_para00023Table.csv,74.89,0,2.32,21.94,0,0.67976,22.61976,74.89,0,2.36,21.94,0,0.69148,22.63148,0.7,0.7,0.051813105
24,6A,Elec,BVT+elecres+slab+1990_para00024Table.csv,74.89,0,2.64,21.94,0,0.77352,22.71352,74.89,0,2.6,21.94,0,0.7618,22.7018,0.7,0.85,-0.051599224
25,6A,Elec,BVT+elecres+slab+1990_para00025Table.csv,77.42,0,2.31,22.68,0,0.67683,23.35683,77.42,0,2.31,22.68,0,0.67683,23.35683,0.9,0.1,0
26,6A,Elec,BVT+elecres+slab+1990_para00026Table.csv,77.42,0,2.31,22.68,0,0.67683,23.35683,77.42,0,2.31,22.68,0,0.67683,23.35683,0.9,0.25,0
27,6A,Elec,BVT+elecres+slab+1990_para00027Table.csv,77.42,0,2.31,22.68,0,0.67683,23.35683,77.42,0,2.31,22.68,0,0.67683,23.35683,0.9,0.4,0
28,6A,Elec,BVT+elecres+slab+1990_para00028Table.csv,77.42,0,2.31,22.68,0,0.67683,23.35683,77.42,0,2.31,22.68,0,0.67683,23.35683,0.9,0.55,0
29,6A,Elec,BVT+elecres+slab+1990_para00029Table.csv,77.42,0,2.39,22.68,0,0.70027,23.38027,77.42,0,2.42,22.68,0,0.70906,23.38906,0.9,0.7,0.037595802
30,6A,Elec,BVT+elecres+slab+1990_para00030Table.csv,77.42,0,2.66,22.68,0,0.77938,23.45938,77.42,0,2.64,22.68,0,0.77352,23.45352,0.9,0.85,-0.024979347
31,6A,Elec,BVT+elecres+slab+1990_para00031Table.csv,78.89,0,2.35,23.11,0,0.68855,23.79855,78.89,0,2.35,23.11,0,0.68855,23.79855,1.1,0.1,0
32,6A,Elec,BVT+elecres+slab+1990_para00032Table.csv,78.89,0,2.35,23.11,0,0.68855,23.79855,78.89,0,2.35,23.11,0,0.68855,23.79855,1.1,0.25,0
33,6A,Elec,BVT+elecres+slab+1990_para00033Table.csv,78.89,0,2.35,23.11,0,0.68855,23.79855,78.89,0,2.35,23.11,0,0.68855,23.79855,1.1,0.4,0
34,6A,Elec,BVT+elecres+slab+1990_para00034Table.csv,78.89,0,2.35,23.11,0,0.68855,23.79855,78.89,0,2.35,23.11,0,0.68855,23.79855,1.1,0.55,0
35,6A,Elec,BVT+elecres+slab+1990_para00035Table.csv,78.89,0,2.44,23.11,0,0.71492,23.82492,78.89,0,2.43,23.11,0,0.71199,23.82199,1.1,0.7,-0.012298048
36,6A,Elec,BVT+elecres+slab+1990_para00036Table.csv,78.89,0,2.69,23.11,0,0.78817,23.89817,78.89,0,2.65,23.11,0,0.77645,23.88645,1.1,0.85,-0.049041412
1,6A,Elec,BVT+elecres+slab+IECC_2006_para00001Table.csv,48.39,0,3.05,14.18,0,0.89365,15.07365,48.39,0,3.05,14.18,0,0.89365,15.07365,0.1,0.1,0
2,6A,Elec,BVT+elecres+slab+IECC_2006_para00002Table.csv,48.27,0,1.38,14.14,0,0.40434,14.54434,48.13,0,1.37,14.1,0,0.40141,14.50141,0.1,0.25,-0.295166367
3,6A,Elec,BVT+elecres+slab+IECC_2006_para00003Table.csv,47.73,0,1.36,13.98,0,0.39848,14.37848,47.25,0,1.35,13.84,0,0.39555,14.23555,0.1,0.4,-0.994055004
4,6A,Elec,BVT+elecres+slab+IECC_2006_para00004Table.csv,47.65,0,1.5,13.96,0,0.4395,14.3995,47.55,0,1.59,13.93,0,0.46587,14.39587,0.1,0.55,-0.025209209
5,6A,Elec,BVT+elecres+slab+IECC_2006_para00005Table.csv,47.36,0,1.78,13.88,0,0.52154,14.40154,47.29,0,1.84,13.86,0,0.53912,14.39912,0.1,0.7,-0.016803758
6,6A,Elec,BVT+elecres+slab+IECC_2006_para00006Table.csv,47.01,0,2.11,13.77,0,0.61823,14.38823,47.04,0,2.08,13.78,0,0.60944,14.38944,0.1,0.85,0.008409651
7,6A,Elec,BVT+elecres+slab+IECC_2006_para00007Table.csv,52.5,0,1.51,15.38,0,0.44243,15.82243,52.5,0,1.51,15.38,0,0.44243,15.82243,0.3,0.1,0
8,6A,Elec,BVT+elecres+slab+IECC_2006_para00008Table.csv,52.5,0,0,15.38,0,0,15.38,52.5,0,0,15.38,0,0,15.38,0.3,0.25,0
9,6A,Elec,BVT+elecres+slab+IECC_2006_para00009Table.csv,52.5,0,1.51,15.38,0,0.44243,15.82243,52.03,0,1.5,15.24,0,0.4395,15.6795,0.3,0.4,-0.903337856
10,6A,Elec,BVT+elecres+slab+IECC_2006_para00010Table.csv,51.73,0,1.52,15.16,0,0.44536,15.60536,52.12,0,1.63,15.27,0,0.47759,15.74759,0.3,0.55,0.911417615
11,6A,Elec,BVT+elecres+slab+IECC_2006_para00011Table.csv,51.92,0,1.82,15.21,0,0.53326,15.74326,51.87,0,1.87,15.2,0,0.54791,15.74791,0.3,0.7,0.029536449
12,6A,Elec,BVT+elecres+slab+IECC_2006_para00012Table.csv,51.58,0,2.16,15.11,0,0.63288,15.74288,51.62,0,2.12,15.12,0,0.62116,15.74116,0.3,0.85,-0.010925574
13,6A,Elec,BVT+elecres+slab+IECC_2006_para00013Table.csv,55.99,0,1.62,16.41,0,0.47466,16.88466,55.99,0,1.62,16.41,0,0.47466,16.88466,0.5,0.1,0
14,6A,Elec,BVT+elecres+slab+IECC_2006_para00014Table.csv,55.99,0,1.62,16.41,0,0.47466,16.88466,55.99,0,1.62,16.41,0,0.47466,16.88466,0.5,0.25,0
15,6A,Elec,BVT+elecres+slab+IECC_2006_para00015Table.csv,55.99,0,1.62,16.41,0,0.47466,16.88466,55.99,0,1.62,16.41,0,0.47466,16.88466,0.5,0.4,0
16,6A,Elec,BVT+elecres+slab+IECC_2006_para00016Table.csv,55.92,0,1.62,16.38,0,0.47466,16.85466,55.99,0,1.66,16.41,0,0.48638,16.89638,0.5,0.55,0.247527983
17,6A,Elec,BVT+elecres+slab+IECC_2006_para00017Table.csv,55.8,0,1.86,16.35,0,0.54498,16.89498,55.76,0,1.9,16.34,0,0.5567,16.8967,0.5,0.7,0.010180539
18,6A,Elec,BVT+elecres+slab+IECC_2006_para00018Table.csv,55.46,0,2.19,16.25,0,0.64167,16.89167,55.51,0,2.14,16.26,0,0.62702,16.88702,0.5,0.85,-0.027528362
19,6A,Elec,BVT+elecres+slab+IECC_2006_para00019Table.csv,58.99,0,1.72,17.28,0,0.50396,17.78396,58.99,0,1.72,17.28,0,0.50396,17.78396,0.7,0.1,0
20,6A,Elec,BVT+elecres+slab+IECC_2006_para00020Table.csv,58.99,0,1.72,17.28,0,0.50396,17.78396,58.99,0,1.72,17.28,0,0.50396,17.78396,0.7,0.25,0
21,6A,Elec,BVT+elecres+slab+IECC_2006_para00021Table.csv,58.99,0,1.72,17.28,0,0.50396,17.78396,58.99,0,1.72,17.28,0,0.50396,17.78396,0.7,0.4,0
22,6A,Elec,BVT+elecres+slab+IECC_2006_para00022Table.csv,58.87,0,1.71,17.25,0,0.50103,17.75103,58.62,0,1.71,17.18,0,0.50103,17.68103,0.7,0.55,-0.394343314
