Run,Climate,System,Parametric,Heating [kBtu]_92,Cooling [kBtu]_92,Fan [kBtu]_92,Heat [kWh]_92,Cool [kWh]_92,Fan [kWh]_92,Heating [kBtu]_95,Cooling [kBtu]_95,Fan [kBtu]_95,Heat [kWh]_95,Cool [kWh]_95,Fan [kWh]_95,U,SHGC,Heat%Diff,Cool%Diff,Fan%Diff
34,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00034Table.csv,54257.09,16231.41,4678.55,15897.33,4755.8,1370.81515,54289.14,16184.99,4666.83,15906.72,4742.2,1367.38119,1.1,0.55,0.059070621,-0.28598871,-0.250504964
35,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00035Table.csv,52478.64,17902.83,5119.07,15376.24,5245.5,1499.88751,52485.59,17861.86,5109.45,15378.28,5233.5,1497.06885,1.1,0.7,0.013243483,-0.228846501,-0.18792476
36,3A,Gas,MEM+gasfurnace+slab+IECC_2006_para00036Table.csv,50947.94,19730.41,5607.84,14927.75,5781,1643.09712,51067.92,19500.28,5551.08,14962.9,5713.6,1626.46644,1.1,0.85,0.235495292,-1.166372113,-1.012154412
1,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00001Table.csv,19950.56,8086.13,1924.08,5845.51,2369.2,563.75544,19555.75,8386.28,1976.49,5729.83,2457.2,579.11157,0.1,0.1,-1.978941944,3.711911631,2.723899214
2,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00002Table.csv,17388.79,10018.16,2331.22,5094.92,2935.3,683.04746,17125.98,10361.96,2400.91,5017.91,3036.1,703.46663,0.1,0.25,-1.511376007,3.431767909,2.989421848
3,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00003Table.csv,16030.68,11485.54,2686.29,4696.99,3365.3,787.08297,15519.44,12401.19,2876.24,4547.2,3633.5,842.73832,0.1,0.4,-3.189134834,7.972198086,7.071090612
4,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00004Table.csv,14838.13,13455.81,3157.95,4347.57,3942.6,925.27935,14419.01,14577.36,3396.27,4224.77,4271.2,995.10711,0.1,0.55,-2.824614692,8.335061211,7.546667933
5,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00005Table.csv,13813.56,16079.46,3785.87,4047.37,4711.3,1109.25991,13644.84,16724.26,3933.58,3997.94,4900.2,1152.53894,0.1,0.7,-1.221408529,4.010084916,3.901613103
6,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00006Table.csv,12987.73,19098.86,4529.47,3805.4,5596,1327.13471,13033.56,18861.69,4474.23,3818.83,5526.5,1310.94939,0.1,0.85,0.352871518,-1.241801867,-1.219568735
7,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00007Table.csv,26017.19,7941.37,2018.94,7623.04,2326.8,591.54942,25532.53,8251.83,2075.56,7481.03,2417.8,608.13908,0.3,0.1,-1.862845296,3.909401023,2.804441935
8,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00008Table.csv,23050.9,9831.13,2441.64,6753.91,2880.5,715.40052,22723.52,10173.92,2513.01,6657.99,2981,736.31193,0.3,0.25,-1.420248233,3.486781275,2.923035337
9,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00009Table.csv,21445.99,11202.28,2788.32,6283.68,3282.3,816.97776,20777.13,12104.14,2974.96,6087.7,3546.5,871.66328,0.3,0.4,-3.118811489,8.05068254,6.693636311
10,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00010Table.csv,19896.68,13120.9,3253.95,5829.73,3844.4,953.40735,19384.4,14118.42,3467.81,5679.63,4136.7,1016.06833,0.3,0.55,-2.574700905,7.602527266,6.572319796
11,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00011Table.csv,18569.23,15635.47,3865.52,5440.78,4581.2,1132.59736,18381.55,16179.7,3992.05,5385.79,4740.7,1169.67065,0.3,0.7,-1.010704267,3.480739626,3.273298288
12,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00012Table.csv,17537.86,18542.89,4594.25,5138.59,5433.1,1346.11525,17612.66,18252.68,4525.85,5160.51,5348,1326.07405,0.3,0.85,0.426505856,-1.565074268,-1.488817544
13,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00013Table.csv,31331.47,7900.26,2114.93,9180.12,2314.8,619.67449,30822.38,8186.73,2168.75,9030.96,2398.7,635.44375,0.5,0.1,-1.624851946,3.626083192,2.544765075
14,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00014Table.csv,28094.17,9741.48,2539.47,8231.59,2854.3,744.06471,27765.53,10045.09,2608.84,8135.3,2943.2,764.39012,0.5,0.25,-1.169780065,3.11667221,2.731672357
15,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00015Table.csv,26310.28,11060.96,2888.15,7708.91,3240.9,846.22795,25582.58,11899.92,3060.46,7495.7,3486.7,896.71478,0.5,0.4,-2.765839056,7.584875092,5.966102869
16,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00016Table.csv,24479.81,12962.48,3357.09,7172.58,3798,983.62737,23944.84,13830.23,3546.07,7015.84,4052.3,1038.99851,0.5,0.55,-2.185351929,6.69432084,5.629280121
17,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00017Table.csv,22907.5,15413.91,3962.85,6711.9,4516.3,1161.11505,22737.64,15813.42,4056.8,6662.13,4633.3,1188.6424,0.5,0.7,-0.741503874,2.591879672,2.370768513
18,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00018Table.csv,21708.68,18173.82,4664.35,6360.64,5324.9,1366.65455,21820.84,17815.53,4579.15,6393.51,5220,1341.69095,0.5,0.85,0.516659696,-1.971462246,-1.826621073
19,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00019Table.csv,35908.66,7942.71,2211.29,10521.24,2327.2,647.90797,35387.66,8228.23,2267.26,10368.58,2410.9,664.30718,0.7,0.1,-1.450903487,3.594742852,2.531101755
20,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00020Table.csv,32236.15,9931.98,2685.94,9445.19,2910.1,786.98042,31964.94,10193.16,2746.15,9365.73,2986.6,804.62195,0.7,0.25,-0.841322552,2.629687132,2.241673306
21,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00021Table.csv,30096.47,11496.06,3086.62,8818.27,3368.3,904.37966,29568.11,12098.64,3222.49,8663.46,3544.9,944.18957,0.7,0.4,-1.755554721,5.241621912,4.401902405
22,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00022Table.csv,28168.46,13419.41,3576.46,8253.36,3931.9,1047.90278,27836.48,13955.85,3701.64,8156.09,4089.1,1084.58052,0.7,0.55,-1.178552182,3.997493183,3.500109046
23,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00023Table.csv,26681.6,15575.51,4128.53,7817.71,4563.6,1209.65929,26534.04,15878.66,4201.68,7774.47,4652.4,1231.09224,0.7,0.7,-0.553040297,1.946324711,1.771817087
24,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00024Table.csv,25464.33,18036.47,4757.4,7461.05,5284.7,1393.9182,25553.66,17774.64,4694.96,7487.22,5208,1375.62328,0.7,0.85,0.350804439,-1.451669867,-1.312481608
25,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00025Table.csv,39994.43,8006.18,2297.14,11718.37,2345.8,673.06202,39477.96,8282.46,2353.2,11567.04,2426.8,689.4876,0.9,0.1,-1.291354821,3.450834231,2.440425921
26,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00026Table.csv,35868.64,10207.84,2837.14,10509.51,2990.9,831.28202,35707.29,10353.26,2870.64,10462.24,3033.5,841.09752,0.9,0.25,-0.449835845,1.424591295,1.180766547
27,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00027Table.csv,33436.71,11945.84,3294.2,9796.96,3500.1,965.2006,33116.27,12329.2,3384.77,9703.07,3612.5,991.73761,0.9,0.4,-0.958347876,3.209150633,2.749377694
28,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00028Table.csv,31386.62,14040.49,3832.81,9196.28,4113.9,1123.01333,31307.39,14158.46,3861.06,9173.07,4148.4,1131.29058,0.9,0.55,-0.252432406,0.840212842,0.737057146
29,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00029Table.csv,30034.55,15847.78,4299.62,8800.12,4643.4,1259.78866,29951.99,15987.2,4334.4,8775.93,4684.2,1269.9792,0.9,0.7,-0.274883426,0.879744671,0.808908694
30,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00030Table.csv,28900.18,17915.99,4841.03,8467.75,5249.4,1418.42179,28948.57,17768.14,4806.31,8481.93,5206.1,1408.24883,0.9,0.85,0.167438403,-0.82524047,-0.717202744
31,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00031Table.csv,42334.94,8065.95,2354.48,12404.14,2363.3,689.86264,41840.94,8334.36,2410.28,12259.4,2442,706.21204,1.1,0.1,-1.166884847,3.327692336,2.369950053
32,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00032Table.csv,38043.79,10342.9,2926.01,11146.83,3030.5,857.32093,37932.06,10440,2948.54,11114.09,3058.9,863.92222,1.1,0.25,-0.293687879,0.938808265,0.769990533
33,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00033Table.csv,35478.44,12169.13,3409.41,10395.18,3565.6,998.95713,35275.05,12403.77,3465.47,10335.59,3634.3,1015.38271,1.1,0.4,-0.573277743,1.928157559,1.644272763
34,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00034Table.csv,33397.37,14249.51,3942.76,9785.43,4175.1,1155.22868,33422.87,14203.21,3931.35,9792.9,4161.5,1151.88555,1.1,0.55,0.076353318,-0.324923454,-0.289391188
35,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00035Table.csv,32033.99,15988.52,4398.82,9385.96,4684.6,1288.85426,32038.92,15949.01,4390.28,9387.4,4673.1,1286.35204,1.1,0.7,0.015389903,-0.247114805,-0.194142975
36,3A,Gas,MEM+gasfurnace+slab+IECC_2018_para00036Table.csv,30921.13,17892.04,4893.03,9059.89,5242.4,1433.65779,31007.23,17659.05,4844.25,9085.12,5174.1,1419.36525,1.1,0.85,0.278450367,-1.30219919,-0.996928284
1,4A,Elec,BWI+elecres+slab+1990_para00001Table.csv,73564.19,5963.59,2784.92,21554.31,1747.3,815.98156,73020.14,6189.55,2839.86,21394.90102,1813.53815,832.07898,0.1,0.1,-0.739558201,3.788992872,1.97276762
2,4A,Elec,BWI+elecres+slab+1990_para00002Table.csv,69681.72,7281.21,3238.3,20416.74,2133.4,948.8219,69207.92,7538.21,3309.49,20277.92056,2208.69553,969.68057,0.1,0.25,-0.679948773,3.529633124,2.198375691
3,4A,Elec,BWI+elecres+slab+1990_para00003Table.csv,67105.76,8254.79,3591.08,19661.99,2418.7,1052.18644,65925.98,8919.82,3773.72,19316.31214,2613.50726,1105.69996,0.1,0.4,-1.758090513,8.056292165,5.08593515
4,4A,Elec,BWI+elecres+slab+1990_para00004Table.csv,64176.58,9572.91,4028.72,18803.74,2804.9,1180.41496,62930.97,10396.88,4255.31,18438.77421,3046.28584,1246.80583,0.1,0.55,-1.940910532,8.607309585,5.624367045
5,4A,Elec,BWI+elecres+slab+1990_para00005Table.csv,60956.37,11407.55,4586.6,17860.22,3342.4,1343.8738,60377.42,11887.17,4730.55,17690.58406,3482.94081,1386.05115,0.1,0.7,-0.949777685,4.204408484,3.138490385
6,4A,Elec,BWI+elecres+slab+1990_para00006Table.csv,58011.4,13614.39,5270.69,16997.34,3989,1544.31217,58179.74,13422.66,5213.96,17046.66382,3932.83938,1527.69028,0.1,0.85,0.290184343,-1.408289317,-1.076329665
7,4A,Elec,BWI+elecres+slab+1990_para00007Table.csv,81117.4,5870.29,2881.68,23767.4,1720,844.33224,80504.6,6100.91,2946.96,23587.8478,1787.56663,863.45928,0.3,0.1,-0.755448276,3.928596373,2.265345215
8,4A,Elec,BWI+elecres+slab+1990_para00008Table.csv,77055.99,7170.59,3350.82,22577.41,2101,981.79026,76542.79,7422.37,3426.89,22427.03747,2174.75441,1004.07877,0.3,0.25,-0.666009223,3.511287077,2.27019058
9,4A,Elec,BWI+elecres+slab+1990_para00009Table.csv,74455.17,8085.08,3694.66,21815.36,2368.9,1082.53538,73196.31,8764.86,3886.33,21446.51883,2568.10398,1138.69469,0.3,0.4,-1.690762374,8.407832699,5.187757466
10,4A,Elec,BWI+elecres+slab+1990_para00010Table.csv,71366.91,9394.73,4139.18,20910.5,2752.7,1212.77974,70161.83,10127.63,4351.14,20557.41619,2967.39559,1274.88402,0.3,0.55,-1.688569675,7.801182152,5.120821032
11,4A,Elec,BWI+elecres+slab+1990_para00011Table.csv,67993.26,11153.75,4693.72,19922.03,3268,1375.25996,67465.41,11559.98,4815.62,19767.36513,3387.07414,1410.97666,0.3,0.7,-0.776326948,3.642093466,2.597087172
12,4A,Elec,BWI+elecres+slab+1990_para00012Table.csv,64880.39,13254.45,5365.16,19009.95,3883.6,1571.99188,65114.55,13024.65,5288,19078.56315,3816.22245,1549.384,0.3,0.85,0.360910284,-1.733757342,-1.438167734
13,4A,Elec,BWI+elecres+slab+1990_para00013Table.csv,87541.67,5829.78,2977.21,25649.71,1708.1,872.32253,86930.02,6043.65,3041.72,25470.49586,1770.78945,891.22396,0.5,0.1,-0.698695833,3.668577545,2.166793743
14,4A,Elec,BWI+elecres+slab+1990_para00014Table.csv,83364.78,7115.34,3451.35,24425.88,2084.8,1011.24555,82886.78,7340.26,3523.49,24285.82654,2150.69618,1032.38257,0.5,0.25,-0.573383628,3.161057659,2.09019659
15,4A,Elec,BWI+elecres+slab+1990_para00015Table.csv,80718.08,7998.22,3796.33,23650.4,2343.5,1112.32469,79501.07,8620.14,3979.5,23293.81351,2525.70102,1165.9935,0.5,0.4,-1.507729123,7.7757301,4.824923018
16,4A,Elec,BWI+elecres+slab+1990_para00016Table.csv,77496.02,9314.9,4253.72,22706.33,2729.3,1246.33996,76399.1,9948.42,4438.68,22384.9363,2914.88706,1300.53324,0.5,0.55,-1.415453336,6.80114655,4.348194051
17,4A,Elec,BWI+elecres+slab+1990_para00017Table.csv,74034.78,11026.03,4808.2,21692.19,3230.6,1408.8026,73613.12,11321.88,4899.21,21568.64416,3317.31084,1435.46853,0.5,0.7,-0.569543126,2.683196037,1.892808119
18,4A,Elec,BWI+elecres+slab+1990_para00018Table.csv,70847.48,13007.73,5455.57,20758.31,3811.3,1598.48201,71160.55,12730.71,5362.63,20850.04115,3730.09803,1571.25059,0.5,0.85,0.441892923,-2.12965675,-1.703580011
19,4A,Elec,BWI+elecres+slab+1990_para00019Table.csv,92982.05,5849,3075.55,27243.74,1713.8,901.13615,92367.46,6066.64,3144.52,27063.66578,1777.52552,921.34436,0.7,0.1,-0.660977038,3.720977945,2.242525727
20,4A,Elec,BWI+elecres+slab+1990_para00020Table.csv,88391.72,7240.82,3600.47,25898.77,2121.6,1054.93771,88002.28,7434.95,3668.17,25784.66804,2178.44035,1074.77381,0.7,0.25,-0.440584254,2.681049936,1.880310071
21,4A,Elec,BWI+elecres+slab+1990_para00021Table.csv,85307.36,8306.13,4000.72,24995.06,2433.7,1172.21096,84449.11,8760.77,4149.41,24743.58923,2566.90561,1215.77713,0.7,0.4,-1.006067941,5.47354785,3.716581015
22,4A,Elec,BWI+elecres+slab+1990_para00022Table.csv,82049.25,9650.15,4470.56,24040.43,2827.5,1309.87408,81396.37,10047.7,4599.91,23849.13641,2943.9761,1347.77363,0.7,0.55,-0.795717206,4.119625084,2.893373537
23,4A,Elec,BWI+elecres+slab+1990_para00023Table.csv,78956.81,11159.51,4977.87,23134.35,3269.7,1458.51591,78618.42,11385.51,5053.79,23035.19706,3335.95443,1480.76047,0.7,0.7,-0.428576078,2.025178525,1.525150315
24,4A,Elec,BWI+elecres+slab+1990_para00024Table.csv,75969,12915.57,5574.22,22258.92,3784.3,1633.24646,76200.25,12717.7,5502.07,22326.67325,3726.2861,1612.10651,0.7,0.85,0.304400479,-1.532026848,-1.294351497
25,4A,Elec,BWI+elecres+slab+1990_para00025Table.csv,97779.91,5864.37,3165.15,28649.51,1718.3,927.38895,97180.57,6083.44,3238.15,28473.90701,1782.44792,948.77795,0.9,0.1,-0.612947997,3.735610134,2.306367787
26,4A,Elec,BWI+elecres+slab+1990_para00026Table.csv,92731.84,7420.59,3755.76,27170.43,2174.2,1100.43768,92498.78,7525.51,3803.11,27102.14254,2204.97443,1114.31123,0.9,0.25,-0.251326837,1.413903746,1.260730185
27,4A,Elec,BWI+elecres+slab+1990_para00027Table.csv,89299.94,8616.72,4203.49,26164.88,2524.7,1231.62257,88776.92,8902.76,4312.51,26011.63756,2608.50868,1263.56543,0.9,0.4,-0.585689083,3.319592606,2.593559162
28,4A,Elec,BWI+elecres+slab+1990_para00028Table.csv,85894.02,10101.02,4732.04,25166.95,2959.6,1386.48772,85742.35,10186.61,4767.26,25122.50855,2984.67673,1396.80718,0.9,0.55,-0.176578067,0.84734017,0.744287876
29,4A,Elec,BWI+elecres+slab+1990_para00029Table.csv,83181.74,11359.78,5167.69,24372.25,3328.4,1514.13317,83005.18,11466.39,5205.98,24320.51774,3359.65227,1525.35214,0.9,0.7,-0.212258123,0.938486485,0.740950018
30,4A,Elec,BWI+elecres+slab+1990_para00030Table.csv,80548.3,12831.83,5674.2,23600.65,3759.7,1662.5406,80668.43,12719.6,5627.2,23635.84999,3726.8428,1648.7696,0.9,0.85,0.149140329,-0.874621936,-0.828310599
31,4A,Elec,BWI+elecres+slab+1990_para00031Table.csv,100506.88,5899.17,3225.57,29448.52,1728.5,945.09201,99938.43,6105.94,3297.56,29281.95999,1789.04042,966.18508,1.1,0.1,-0.565583172,3.505069357,2.231853595
32,4A,Elec,BWI+elecres+slab+1990_para00032Table.csv,95305.59,7502.5,3846.46,27924.54,2198.2,1127.01278,95146.11,7573.48,3878.76,27877.81023,2219.02964,1136.47668,1.1,0.25,-0.16733541,0.946084638,0.839733157
33,4A,Elec,BWI+elecres+slab+1990_para00033Table.csv,91725.74,8777.08,4318.82,26875.64,2571.7,1265.41426,91397.86,8946.59,4392.18,26779.57298,2621.35087,1286.90874,1.1,0.4,-0.357456914,1.931280107,1.698612121
34,4A,Elec,BWI+elecres+slab+1990_para00034Table.csv,88333.46,10238.06,4856.83,25881.7,2999.8,1423.05119,88383.05,10204.05,4841.12,25896.23365,2989.78665,1418.44816,1.1,0.55,0.056139542,-0.332191841,-0.323462011
35,4A,Elec,BWI+elecres+slab+1990_para00035Table.csv,85677.64,11457.46,5278.25,25103.55,3357,1546.52725,85692.15,11426.89,5263.1,25107.79995,3348.07877,1542.0883,1.1,0.7,0.016935574,-0.266813063,-0.28702695
36,4A,Elec,BWI+elecres+slab+1990_para00036Table.csv,83186.48,12809.87,5742.39,24373.64,3753.3,1682.52027,83390.87,12635.91,5670.67,24433.52491,3702.32163,1661.50631,1.1,0.85,0.245700984,-1.358015343,-1.248957316
1,4A,Elec,BWI+elecres+slab+IECC_2006_para00001Table.csv,55141.16,5056.16,2167.47,16156.36,1481.5,635.06871,54592.66,5275.1,2213.1,15995.64938,1545.6043,648.4383,0.1,0.1,-0.994719734,4.330163602,2.105219449
2,4A,Elec,BWI+elecres+slab+IECC_2006_para00002Table.csv,51244.66,6401.32,2587.37,15014.69,1875.6,758.09941,50783.72,6655.1,2648.39,14879.62996,1949.9443,775.97827,0.1,0.25,-0.899488844,3.964494823,2.358379358
3,4A,Elec,BWI+elecres+slab+IECC_2006_para00003Table.csv,48697.42,7408.38,2924.21,14268.34,2170.7,856.79353,47571.32,8091.46,3095.15,13938.39676,2370.79778,906.87895,0.1,0.4,-2.312442836,9.220369366,5.845681398
4,4A,Elec,BWI+elecres+slab+IECC_2006_para00004Table.csv,45892.9,8783.4,3348.47,13446.62,2573.5,981.10171,44763.2,9639.35,3563.02,13115.6176,2824.32955,1043.96486,0.1,0.55,-2.461600814,9.745087324,6.407403979
5,4A,Elec,BWI+elecres+slab+IECC_2006_para00005Table.csv,42969.32,10707.81,3901.31,12590.01,3137.4,1143.08383,42473.51,11211.7,4035.95,12444.73843,3285.0281,1182.53335,0.1,0.7,-1.153869784,4.705817529,3.45114846
6,4A,Elec,BWI+elecres+slab+IECC_2006_para00006Table.csv,40490.53,13034.89,4581.72,11863.73,3819.2,1342.44396,40624.65,12850.5,4526.82,11903.02245,3765.1965,1326.35826,0.1,0.85,0.331237946,-1.414588079,-1.198239962
7,4A,Elec,BWI+elecres+slab+IECC_2006_para00007Table.csv,62782.13,4943.87,2263.65,18395.16,1448.6,663.24945,62159.31,5165.25,2313.03,18212.67783,1513.41825,677.71779,0.3,0.1,-0.99203388,4.477868552,2.181432642
8,4A,Elec,BWI+elecres+slab+IECC_2006_para00008Table.csv,58657.3,6268.47,2700.96,17186.59,1836.7,791.38128,58152.35,6522.1,2767.02,17038.63855,1910.9753,810.73686,0.3,0.25,-0.860847669,4.046122898,2.44579705
9,4A,Elec,BWI+elecres+slab+IECC_2006_para00009Table.csv,56056.91,7211.58,3036.54,16424.67,2113,889.70622,54834.39,7894.3,3215.25,16066.47627,2313.0299,942.06825,0.3,0.4,-2.180855135,9.466996137,5.885316841
10,4A,Elec,BWI+elecres+slab+IECC_2006_para00010Table.csv,53034.44,8563.29,3466.02,15539.09,2509,1015.54386,51901.06,9321.13,3666.75,15207.01058,2731.09109,1074.35775,0.3,0.55,-2.137064142,8.849869618,5.791368775
11,4A,Elec,BWI+elecres+slab+IECC_2006_para00011Table.csv,49880.48,10396.9,4014.29,14614.98,3046.3,1176.18697,49406.27,10812.73,4130.19,14476.03711,3168.12989,1210.14567,0.3,0.7,-0.950692535,3.99955756,2.88718553
12,4A,Elec,BWI+elecres+slab+IECC_2006_para00012Table.csv,47125.31,12595.3,4671.42,13807.72,3690.4,1368.72606,47321.51,12353.38,4603.87,13865.20243,3619.54034,1348.93391,0.3,0.85,0.416336784,-1.920716458,-1.446027118
13,4A,Elec,BWI+elecres+slab+IECC_2006_para00013Table.csv,69307.67,4899.63,2356.56,20307.15,1435.6,690.47208,68682.23,5112.88,2404.85,20123.89339,1498.07384,704.62105,0.5,0.1,-0.902410945,4.352369465,2.049173371
14,4A,Elec,BWI+elecres+slab+IECC_2006_para00014Table.csv,65032.47,6190.8,2806.03,19054.51,1813.9,822.16679,64558.4,6423.01,2869.71,18915.6112,1881.94193,840.82503,0.5,0.25,-0.728974311,3.750888415,2.269398403
15,4A,Elec,BWI+elecres+slab+IECC_2006_para00015Table.csv,62367.79,7101.28,3142.18,18273.76,2080.7,920.65874,61173.42,7738.76,3313.12,17923.81206,2267.45668,970.74416,0.5,0.4,-1.915043005,8.976973165,5.44017211
16,4A,Elec,BWI+elecres+slab+IECC_2006_para00016Table.csv,59177.46,8458.52,3586.63,17339,2478.3,1050.88259,58129,9106.74,3764.11,17031.797,2668.27482,1102.88423,0.5,0.55,-1.771721868,7.663515603,4.948377725
17,4A,Elec,BWI+elecres+slab+IECC_2006_para00017Table.csv,55875.83,10231.93,4132.08,16371.62,2998,1210.69944,55489.59,10538.02,4220.58,16258.44987,3087.63986,1236.62994,0.5,0.7,-0.691247003,2.991517729,2.141778475
18,4A,Elec,BWI+elecres+slab+IECC_2006_para00018Table.csv,52968.1,12293.98,4768.11,15519.65,3602.1,1397.05623,53241.42,12003.57,4681.62,15599.73606,3517.04601,1371.71466,0.5,0.85,0.516008692,-2.362213051,-1.813926273
19,4A,Elec,BWI+elecres+slab+IECC_2006_para00019Table.csv,74844.98,4913.1,2451.7,21929.58,1439.5,718.3481,74215.74,5131.47,2507.56,21745.21182,1503.52071,734.71508,0.7,0.1,-0.840724388,4.444647982,2.278419056
20,4A,Elec,BWI+elecres+slab+IECC_2006_para00020Table.csv,70135.5,6319.1,2953.8,20549.7,1851.5,865.4634,69752.82,6503.91,3010.79,20437.57626,1905.64563,882.16147,0.7,0.25,-0.545629531,2.924625342,1.929379105
21,4A,Elec,BWI+elecres+slab+IECC_2006_para00021Table.csv,67030.35,7401.2,3345.5,19639.89,2168.6,980.2315,66190.71,7856.95,3482.11,19393.87803,2302.08635,1020.25823,0.7,0.4,-1.252626609,6.157785224,4.083395606
22,4A,Elec,BWI+elecres+slab+IECC_2006_para00022Table.csv,63798.06,8784.4,3806.06,18692.83,2573.8,1115.17558,63174.52,9186.4,3928.3,18510.13436,2691.6152,1150.9919,0.7,0.55,-0.977365142,4.57629434,3.211720257
23,4A,Elec,BWI+elecres+slab+IECC_2006_para00023Table.csv,60812.32,10341.59,4305.74,17818.01,3030.1,1261.58182,60501.24,10568.1,4377.75,17726.86332,3096.4533,1282.68075,0.7,0.7,-0.511541082,2.190282152,1.672418678
24,4A,Elec,BWI+elecres+slab+IECC_2006_para00024Table.csv,58040.12,12176.8,4886.86,17005.76,3567.8,1431.84998,58247.1,11967.31,4819.35,17066.4003,3506.42183,1412.06955,0.7,0.85,0.356615389,-1.720402733,-1.381459669
25,4A,Elec,BWI+elecres+slab+IECC_2006_para00025Table.csv,79717.95,4942.32,2555.33,23357.36,1448.1,748.71169,79119.15,5143.37,2599.37,23181.91095,1507.00741,761.61541,0.9,0.1,-0.751148267,4.067927613,1.723456462
26,4A,Elec,BWI+elecres+slab+IECC_2006_para00026Table.csv,74551.71,6486.29,3106.6,21843.65,1900.5,910.2338,74324.92,6597.66,3145.69,21777.20156,1933.11438,921.68717,0.9,0.25,-0.304204961,1.717006178,1.258288804
27,4A,Elec,BWI+elecres+slab+IECC_2006_para00027Table.csv,71095.65,7710.73,3544.7,20831.03,2259.2,1038.5971,70589.19,8004.85,3641.17,20682.63267,2345.42105,1066.86281,0.9,0.4,-0.712364259,3.814424834,2.721527915
28,4A,Elec,BWI+elecres+slab+IECC_2006_para00028Table.csv,67723.4,9224.32,4057.84,19842.96,2702.7,1188.94712,67577.71,9321.48,4089.04,19800.26903,2731.19364,1198.08872,0.9,0.55,-0.215125053,1.053302574,0.768881967
29,4A,Elec,BWI+elecres+slab+IECC_2006_para00029Table.csv,65074.94,10537.97,4492.41,19066.96,3087.6,1316.27613,64909.65,10639.6,4526.98,19018.52745,3117.4028,1326.40514,0.9,0.7,-0.253999466,0.964417245,0.769520146
30,4A,Elec,BWI+elecres+slab+IECC_2006_para00030Table.csv,62595.38,12072.49,4993.47,18340.45,3537.2,1463.08671,62705.39,11954.58,4951.36,18372.67927,3502.69194,1450.74848,0.9,0.85,0.175747795,-0.976683352,-0.843301352
31,4A,Elec,BWI+elecres+slab+IECC_2006_para00031Table.csv,82481.76,4981.61,2629.43,24167.16,1459.6,770.42299,81928.65,5169.9,2656.94,24005.09445,1514.7807,778.48342,1.1,0.1,-0.670584624,3.779701743,1.046234355
32,4A,Elec,BWI+elecres+slab+IECC_2006_para00032Table.csv,77171.03,6568.51,3195.24,22611.11,1924.6,936.20532,77014.83,6650.9,3218.94,22565.34519,1948.7137,943.14942,1.1,0.25,-0.202407561,1.25431795,0.741728321
33,4A,Elec,BWI+elecres+slab+IECC_2006_para00033Table.csv,73564.3,7862.32,3662.78,21554.34,2303.7,1073.19454,73246.36,8041.65,3723,21461.18348,2356.20345,1090.839,1.1,0.4,-0.432193333,2.280878926,1.644106389
34,4A,Elec,BWI+elecres+slab+IECC_2006_para00034Table.csv,70200.2,9368.42,4181.8,20568.66,2744.9,1225.2674,70248.49,9333.82,4166.4,20582.80757,2734.80926,1220.7552,1.1,0.55,0.068788978,-0.369325884,-0.368262471
