Run,Climate,System,Parametric,Heating [kBtu]_92,Cooling [kBtu]_92,Fan [kBtu]_92,Heat [kWh]_92,Cool [kWh]_92,Fan [kWh]_92,Heating [kBtu]_95,Cooling [kBtu]_95,Fan [kBtu]_95,Heat [kWh]_95,Cool [kWh]_95,Fan [kWh]_95,U,SHGC,Heat%Diff,Cool%Diff,Fan%Diff
32,6A,Elec,BVT+elecres+slab+IECC_2018_para00032Table.csv,81087.73,2392.97,2892.3,23758.7,701.1,847.4439,80914.95,2443.92,2898.48,23708.08,716.1,849.25464,1.1,0.25,-0.21307786,2.129153312,0.213670781
33,6A,Elec,BVT+elecres+slab+IECC_2018_para00033Table.csv,77133.38,3301.68,3113.16,22600.08,967.4,912.15588,76727.73,3431.98,3199.38,22481.22,1005.6,937.41834,1.1,0.4,-0.525907201,3.946475734,2.769533207
34,6A,Elec,BVT+elecres+slab+IECC_2018_para00034Table.csv,73098.9,4489.31,3813.62,21417.98,1315.4,1117.39066,73160.55,4469.78,3796.78,21436.04,1309.6,1112.45654,1.1,0.55,0.084337794,-0.435033446,-0.441575196
35,6A,Elec,BVT+elecres+slab+IECC_2018_para00035Table.csv,70136.15,5563.33,4391.9,20549.89,1630.1,1286.8267,70158.53,5556.13,4379.19,20556.45,1627.9,1283.10267,1.1,0.7,0.031909365,-0.129418891,-0.289396389
36,6A,Elec,BVT+elecres+slab+IECC_2018_para00036Table.csv,67490.85,6771,5027.68,19774.82,1983.9,1473.11024,67727.88,6650.08,4945.72,19844.27,1948.5,1449.09596,1.1,0.85,0.351203163,-1.785851425,-1.630175349
1,6A,Gas,BVT+gasfurnace+slab+1990_para00001Table.csv,144266.95,3124.88,4136.8,42270.22,915.6,1212.0824,143534.54,3288.45,4159.56,42055.62,963.5,1218.75108,0.1,0.1,-0.507676914,5.234441003,0.550183717
2,6A,Gas,BVT+gasfurnace+slab+1990_para00002Table.csv,139104.32,4048.01,4274.4,40757.57,1186.1,1252.3992,138442.71,4228.24,4302.1,40563.71,1238.9,1260.5153,0.1,0.25,-0.475621462,4.452311136,0.64804417
3,6A,Gas,BVT+gasfurnace+slab+1990_para00003Table.csv,135643.94,4712.7,4388.2,39743.67,1380.8,1285.7426,133960.1,5196.81,4478.29,39250.31,1522.7,1312.13897,0.1,0.4,-1.241367657,10.27245528,2.053005788
4,6A,Gas,BVT+gasfurnace+slab+1990_para00004Table.csv,131394.19,5674.02,4766.34,38498.5,1662.5,1396.53762,129377.26,6312.81,5060.31,37907.54,1849.7,1482.67083,0.1,0.55,-1.535022211,11.25815559,6.167625474
5,6A,Gas,BVT+gasfurnace+slab+1990_para00005Table.csv,126274.71,7098.16,5514.08,36998.49,2079.8,1615.62544,125280.57,7488.96,5707.74,36707.21,2194.3,1672.36782,0.1,0.7,-0.787283534,5.505652169,3.512099933
6,6A,Gas,BVT+gasfurnace+slab+1990_para00006Table.csv,121327.26,8848.34,6447.54,35548.89,2592.6,1889.12922,121638.34,8718.12,6365.93,35640.03,2554.4,1865.21749,0.1,0.85,0.256397449,-1.471688475,-1.265754071
7,6A,Gas,BVT+gasfurnace+slab+1990_para00007Table.csv,157847.61,2979.3,4438.33,46249.35,872.9,1300.43069,157025.64,3139.24,4458.35,46008.51,919.8,1306.29655,0.3,0.1,-0.520736424,5.368375122,0.45107056
8,6A,Gas,BVT+gasfurnace+slab+1990_para00008Table.csv,152445.04,3886.16,4561.54,44666.4,1138.6,1336.53122,151734.64,4064.43,4590.74,44458.25,1190.9,1345.08682,0.3,0.25,-0.46600401,4.587304692,0.640134691
9,6A,Gas,BVT+gasfurnace+slab+1990_para00009Table.csv,148970.63,4513.9,4665.56,43648.39,1322.6,1367.00908,147180.46,4998.78,4747.45,43123.87,1464.6,1391.00285,0.3,0.4,-1.201693247,10.74193048,1.755201948
10,6A,Gas,BVT+gasfurnace+slab+1990_para00010Table.csv,144745.35,5428.39,4852.13,42410.39,1590.5,1421.67409,142775.6,5991.35,5123.05,41833.25,1755.5,1501.05365,0.3,0.55,-1.360838189,10.37066239,5.583527234
11,6A,Gas,BVT+gasfurnace+slab+1990_para00011Table.csv,139420.6,6791.64,5595.59,40850.24,1990,1639.50787,138501.6,7109.43,5765.47,40580.97,2083.1,1689.28271,0.3,0.7,-0.659156538,4.679134936,3.035962249
12,6A,Gas,BVT+gasfurnace+slab+1990_para00012Table.csv,134251.74,8430.67,6514.51,39335.76,2470.2,1908.75143,134680.72,8268.88,6409.93,39461.45,2422.8,1878.10949,0.3,0.85,0.319534034,-1.919064558,-1.605339465
13,6A,Gas,BVT+gasfurnace+slab+1990_para00013Table.csv,169483.73,2885.4,4705.53,49658.73,845.4,1378.72029,168660.76,3036.27,4721.19,49417.6,889.6,1383.30867,0.5,0.1,-0.485574633,5.228737783,0.332799918
14,6A,Gas,BVT+gasfurnace+slab+1990_para00014Table.csv,163923.55,3768.52,4817.57,48029.6,1104.2,1411.54801,163260.81,3930.25,4838.83,47835.42,1151.6,1417.77719,0.5,0.25,-0.404298223,4.291605192,0.44130132
15,6A,Gas,BVT+gasfurnace+slab+1990_para00015Table.csv,160405.45,4385.36,4913.14,46998.8,1284.9,1439.55002,158681.51,4823.7,4986.82,46493.68,1413.3,1461.13826,0.5,0.4,-1.074739044,9.995530584,1.499651954
16,6A,Gas,BVT+gasfurnace+slab+1990_para00016Table.csv,156037.04,5301.34,5077.49,45718.85,1553.3,1487.70457,154390.9,5760.03,5193.67,45236.53,1687.7,1521.74531,0.5,0.55,-1.054967462,8.652340729,2.288138431
17,6A,Gas,BVT+gasfurnace+slab+1990_para00017Table.csv,150729.46,6593.87,5694.77,44163.73,1932,1668.56761,149999.08,6828.03,5827.03,43949.73,2000.6,1707.31979,0.5,0.7,-0.484563535,3.551177078,2.322481856
18,6A,Gas,BVT+gasfurnace+slab+1990_para00018Table.csv,145482.1,8125.06,6588.88,42626.26,2380.6,1930.54184,146049.82,7934.5,6460.26,42792.6,2324.8,1892.85618,0.5,0.85,0.390233575,-2.345336527,-1.952076832
19,6A,Gas,BVT+gasfurnace+slab+1990_para00019Table.csv,179447.52,2842.08,4942.93,52578.12,832.7,1448.27849,178620.48,2987.56,4959.4,52335.8,875.4,1453.1042,0.7,0.1,-0.460881265,5.118786241,0.333203181
20,6A,Gas,BVT+gasfurnace+slab+1990_para00020Table.csv,173321.82,3791.9,5059.35,50783.29,1111,1482.38955,172787.63,3918.81,5077.45,50626.78,1148.2,1487.69285,0.7,0.25,-0.308207011,3.346870962,0.357753466
21,6A,Gas,BVT+gasfurnace+slab+1990_para00021Table.csv,169181.84,4524.79,5175.13,49570.28,1325.8,1516.31309,167975.02,4839.24,5227.66,49216.68,1417.9,1531.70438,0.7,0.4,-0.713327151,6.949493789,1.015046965
22,6A,Gas,BVT+gasfurnace+slab+1990_para00022Table.csv,164723.36,5477.4,5344.73,48263.94,1604.9,1566.00589,163780.44,5749.4,5395.75,47987.67,1684.6,1580.95475,0.7,0.55,-0.5724264,4.965859714,0.954585171
23,6A,Gas,BVT+gasfurnace+slab+1990_para00023Table.csv,160030.98,6608.19,5884.01,46889.08,1936.2,1724.01493,159444.81,6785.33,5999.45,46717.33,1988.1,1757.83885,0.7,0.7,-0.366285328,2.680612997,1.961927325
24,6A,Gas,BVT+gasfurnace+slab+1990_para00024Table.csv,155174.25,7966.82,6706.03,45466.06,2334.3,1964.86679,155590.83,7835.95,6611.21,45588.11,2295.9,1937.08453,0.7,0.85,0.26845949,-1.642688049,-1.413951324
25,6A,Gas,BVT+gasfurnace+slab+1990_para00025Table.csv,188258.28,2804.66,5155.01,55159.68,821.8,1510.41793,187450.29,2947.36,5167.91,54922.93,863.6,1514.19763,0.9,0.1,-0.429192278,5.087960751,0.250241998
26,6A,Gas,BVT+gasfurnace+slab+1990_para00026Table.csv,181504.47,3842.76,5277.06,53180.81,1125.9,1546.17858,181191.86,3911.6,5288.95,53089.21,1146.1,1549.66235,0.9,0.25,-0.172232673,1.79142075,0.225314853
27,6A,Gas,BVT+gasfurnace+slab+1990_para00027Table.csv,176870.73,4680.33,5406.59,51823.12,1371.3,1584.13087,176149.75,4860.62,5442.04,51611.88,1424.2,1594.51772,0.9,0.4,-0.407631042,3.852078806,0.655681307
28,6A,Gas,BVT+gasfurnace+slab+1990_para00028Table.csv,172177.88,5704.73,5595.94,50448.12,1671.5,1639.61042,171965.5,5771.6,5610.34,50385.89,1691.1,1643.82962,0.9,0.55,-0.123349178,1.172185187,0.257329421
29,6A,Gas,BVT+gasfurnace+slab+1990_para00029Table.csv,168053.02,6681.09,6111.3,49239.53,1957.6,1790.6109,167756.34,6769.65,6164.74,49152.61,1983.5,1806.26882,0.9,0.7,-0.176539523,1.325532211,0.874445699
30,6A,Gas,BVT+gasfurnace+slab+1990_para00030Table.csv,163839.76,7833.36,6806.65,48005.05,2295.2,1994.34845,164068.3,7769.07,6746.54,48072.01,2276.3,1976.73622,0.9,0.85,0.13948995,-0.82072061,-0.883106962
31,6A,Gas,BVT+gasfurnace+slab+1990_para00031Table.csv,193310.25,2799.35,5281.14,56639.9,820.2,1547.37402,192544.66,2932.87,5292.83,56415.59,859.3,1550.79919,1.1,0.1,-0.396042114,4.769678675,0.221353723
32,6A,Gas,BVT+gasfurnace+slab+1990_para00032Table.csv,186350.88,3859.41,5405.01,54600.81,1130.8,1583.66793,186136.81,3904.52,5412.44,54538.09,1144,1585.84492,1.1,0.25,-0.114874692,1.168831505,0.137465056
33,6A,Gas,BVT+gasfurnace+slab+1990_para00033Table.csv,181509.72,4738.95,5542.11,53182.35,1388.5,1623.83823,181062.42,4850.03,5563.68,53051.29,1421.1,1630.15824,1.1,0.4,-0.246433084,2.343979151,0.389201947
34,6A,Gas,BVT+gasfurnace+slab+1990_para00034Table.csv,176841,5753.53,5726.32,51814.41,1685.8,1677.81176,176910.11,5744.73,5727.69,51834.66,1683.2,1678.21317,1.1,0.55,0.039080304,-0.152949581,0.023924615
35,6A,Gas,BVT+gasfurnace+slab+1990_para00035Table.csv,172797.53,6705.04,6233.37,50629.68,1964.6,1826.37741,172835.57,6702.24,6221.53,50640.82,1963.8,1822.90829,1.1,0.7,0.022014204,-0.041759632,-0.189945407
36,6A,Gas,BVT+gasfurnace+slab+1990_para00036Table.csv,168839.29,7767.82,6877.21,49469.91,2276,2015.02253,169218.66,7661.85,6784.35,49581.07,2244.9,1987.81455,1.1,0.85,0.224692961,-1.364218017,-1.350256863
1,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00001Table.csv,98808.25,2472.32,2834.16,28950.82,724.4,830.40888,98048.25,2630.32,2856.78,28728.14,770.7,837.03654,0.1,0.1,-0.769166542,6.390758478,0.798120078
2,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00002Table.csv,93567.69,3430.48,2974.56,27415.33,1005.1,871.54608,92913.01,3612.6,3011.03,27223.51,1058.5,882.23179,0.1,0.25,-0.699685971,5.308878058,1.226063687
3,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00003Table.csv,90082.49,4147.09,3131.54,26394.17,1215.1,917.54122,88341.97,4674.23,3330.18,25884.2,1369.5,975.74274,0.1,0.4,-1.932140197,12.71108175,6.343204941
4,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00004Table.csv,85755.58,5227.3,3690.49,25126.38,1531.6,1081.31357,83930.9,5904.02,3950.58,24591.75,1729.9,1157.51994,0.1,0.55,-2.127768246,12.94588028,7.047573628
5,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00005Table.csv,81057.63,6780.68,4413.81,23749.89,1986.7,1293.24633,80206.45,7195.78,4584.13,23500.49,2108.4,1343.15009,0.1,0.7,-1.050092385,6.121804893,3.858797728
6,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00006Table.csv,76736.62,8703.16,5302.16,22483.83,2550,1553.53288,76997.62,8559.55,5237.23,22560.3,2507.9,1534.50839,0.1,0.85,0.340124441,-1.650090312,-1.224595259
7,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00007Table.csv,112667.84,2295.62,3130.86,33011.68,672.6,917.34198,111801.98,2450.4,3150.11,32757.98,718,922.98223,0.3,0.1,-0.76850679,6.742405102,0.614847039
8,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00008Table.csv,107092.8,3217.67,3251.62,31378.19,942.8,952.72466,106378.92,3398.61,3283.52,31169.02,995.8,962.07136,0.3,0.25,-0.666599435,5.623323709,0.981049446
9,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00009Table.csv,103578.16,3885.73,3363.46,30348.4,1138.5,985.49378,101816.22,4385.39,3455.31,29832.15,1284.9,1012.40583,0.3,0.4,-1.70107289,12.85884506,2.730818859
10,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00010Table.csv,99140.96,4902.07,3774.85,29048.3,1436.3,1106.03105,97301.66,5492.78,4016.66,28509.39,1609.4,1176.88138,0.3,0.55,-1.85523723,12.05021552,6.40581745
11,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00011Table.csv,94097.58,6360.45,4491.47,27570.59,1863.6,1316.00071,93283.59,6698.34,4644.65,27332.09,1962.6,1360.88245,0.3,0.7,-0.865048814,5.312359975,3.410464725
12,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00012Table.csv,89422.39,8148.28,5374.29,26200.76,2387.4,1574.66697,89794.4,7974.86,5279.47,26309.76,2336.6,1546.88471,0.3,0.85,0.416014379,-2.128301924,-1.764326078
13,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00013Table.csv,124612.68,2185.64,3398.78,36511.52,640.4,995.84254,123738.75,2327.32,3414.34,36255.45,681.9,1000.40162,0.5,0.1,-0.701317073,6.482311817,0.457811332
14,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00014Table.csv,118821.09,3077.98,3503.29,34814.58,901.8,1026.46397,118145.64,3233.86,3529.12,34616.67,947.5,1034.03216,0.5,0.25,-0.56845969,5.064360392,0.737306931
15,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00015Table.csv,115220.64,3718.83,3605.77,33759.65,1089.6,1056.49061,113502.1,4172.06,3682.79,33256.12,1222.4,1079.05747,0.5,0.4,-1.491520964,12.1874353,2.136020878
16,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00016Table.csv,110717.54,4707.08,3874.36,32440.24,1379.2,1135.18748,109009.4,5201.03,4092.48,31939.75,1523.9,1199.09664,0.5,0.55,-1.542790781,10.49376684,5.629833056
17,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00017Table.csv,105457.2,6099.43,4596.34,30898.96,1787.1,1346.72762,104794.55,6345.31,4713.3,30704.8,1859.2,1380.9969,0.5,0.7,-0.628359183,4.031196358,2.544633339
18,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00018Table.csv,100587.75,7753.27,5457.49,29472.21,2271.7,1599.04457,101096.72,7546.06,5336.45,29621.34,2211,1563.57985,0.5,0.85,0.505996008,-2.672549776,-2.217869387
19,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00019Table.csv,134867.62,2134.45,3639.53,39516.21,625.4,1066.38229,133984.43,2271.52,3653.52,39257.44,665.6,1070.48136,0.7,0.1,-0.654856963,6.421794842,0.384390292
20,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00020Table.csv,128470.01,3085.34,3745.29,37641.71,904,1097.36997,127925.16,3210.72,3761.78,37482.07,940.7,1102.20154,0.7,0.25,-0.424106762,4.063733657,0.440286333
21,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00021Table.csv,124237.34,3848.57,3863.66,36401.54,1127.6,1132.05238,123030.18,4170.94,3914.98,36047.84,1222.1,1147.08914,0.7,0.4,-0.971656347,8.376357972,1.328274227
22,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00022Table.csv,119664.79,4855.33,4110.33,35061.78,1422.6,1204.32669,118620.44,5156.06,4263.52,34755.79,1510.7,1249.21136,0.7,0.55,-0.872729564,6.193811749,3.726951364
23,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00023Table.csv,114914.93,6075.82,4782.2,33670.07,1780.2,1401.1846,114367.43,6263.24,4882.77,33509.66,1835.1,1430.65161,0.7,0.7,-0.476439397,3.084686511,2.103006984
24,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00024Table.csv,110312.78,7541.17,5586.07,32321.64,2209.6,1636.71851,110695.4,7401.66,5493.16,32433.75,2168.7,1609.49588,0.7,0.85,0.346850111,-1.849978186,-1.663244463
25,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00025Table.csv,143948.53,2097.29,3856.64,42176.92,614.5,1129.99552,143083.59,2226.39,3869.01,41923.49,652.3,1133.61993,0.9,0.1,-0.600867546,6.155562655,0.320745519
26,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00026Table.csv,136890.13,3122.34,3965.68,40108.81,914.8,1161.94424,136570.15,3201.76,3971.18,40015.05,938.1,1163.55574,0.9,0.25,-0.233749504,2.543605117,0.13868996
27,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00027Table.csv,132153.78,3985.24,4099.71,38721.06,1167.7,1201.21503,131433.49,4181.21,4131.19,38510.01,1225.1,1210.43867,0.9,0.4,-0.545039272,4.917395188,0.76785919
28,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00028Table.csv,127292.57,5078.85,4402.87,37296.72,1488.1,1290.04091,127044.23,5143.9,4448.6,37223.96,1507.2,1303.4398,0.9,0.55,-0.195093869,1.280801756,1.038640705
29,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00029Table.csv,123099.31,6129.28,5004.33,36068.1,1795.9,1466.26869,122817.02,6224.99,5057.95,35985.39,1823.9,1481.97935,0.9,0.7,-0.229318913,1.561521092,1.071472105
30,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00030Table.csv,119048.8,7367.22,5693.71,34881.3,2158.6,1668.25703,119254.4,7299.52,5643.11,34941.54,2138.8,1653.43123,0.9,0.85,0.172702287,-0.918935501,-0.888699986
31,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00031Table.csv,149155.9,2092.82,3984.33,43702.68,613.2,1167.40869,148335.63,2212.58,3995.37,43462.34,648.3,1170.64341,1.1,0.1,-0.54994137,5.722422377,0.277085482
32,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00032Table.csv,141875.65,3136.31,4093.21,41569.57,918.9,1199.31053,141656.58,3190.33,4096.58,41505.38,934.8,1200.29794,1.1,0.25,-0.154409865,1.722406267,0.082331471
33,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00033Table.csv,136924.74,4043.15,4234.34,40118.95,1184.6,1240.66162,136477.72,4159.63,4252.53,39987.97,1218.8,1245.99129,1.1,0.4,-0.326471316,2.880922053,0.429582887
34,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00034Table.csv,132069.16,5123.28,4547.94,38696.26,1501.1,1332.54642,132153.66,5100.09,4528.99,38721.02,1494.3,1326.99407,1.1,0.55,0.063981629,-0.452639715,-0.416672164
35,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00035Table.csv,127942.97,6142.89,5132.49,37487.29,1799.9,1503.81957,127975.29,6137.56,5119.23,37496.76,1798.3,1499.93439,1.1,0.7,0.025261255,-0.086766978,-0.258354132
36,6A,Gas,BVTgasfurnace+slab+IECC_2006_para00036Table.csv,124108.91,7280.87,5769.54,36363.91,2133.3,1690.47522,124457.27,7169.3,5686.21,36465.98,2100.6,1666.05953,1.1,0.85,0.280688953,-1.532371818,-1.444309252
1,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00001Table.csv,52371.08,2300.92,1669.58,15344.73,674.2,489.18694,51691.47,2466.73,1698.94,15145.6,722.8,497.78942,0.1,0.1,-1.29768185,7.206247936,1.758526096
2,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00002Table.csv,47455.99,3383.3,2106.57,13904.61,991.3,617.22501,46877.09,3586.48,2178.95,13734.99,1050.8,638.43235,0.1,0.25,-1.219867081,6.005379363,3.435917154
3,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00003Table.csv,44320.85,4239.75,2519.52,12986.01,1242.2,738.21936,43021.6,4816.72,2714.61,12605.33,1411.3,795.38073,0.1,0.4,-2.931464536,13.60858541,7.743141551
4,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00004Table.csv,41100.09,5473.26,3053.42,12042.33,1603.7,894.65206,39859.4,6239.54,3315.33,11678.8,1828.2,971.39169,0.1,0.55,-3.018703852,14.00043119,8.577594959
5,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00005Table.csv,37888.52,7262.94,3772.63,11101.34,2128,1105.38059,37323.85,7714.84,3937.22,10935.89,2260.4,1153.60546,0.1,0.7,-1.490345888,6.221998254,4.362738991
6,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00006Table.csv,35060.02,9384.43,4634.58,10272.59,2749.6,1357.93194,35224,9232.15,4573.61,10320.63,2705,1340.06773,0.1,0.85,0.467712226,-1.622687792,-1.315545314
7,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00007Table.csv,65883.47,2069.79,1931.45,19303.86,606.4,565.91485,65077.37,2230.38,1956.17,19067.67,653.5,573.15781,0.3,0.1,-1.223523898,7.758758135,1.279867457
8,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00008Table.csv,60635.77,3055,2198.97,17766.28,895.1,644.29821,59960.42,3250.64,2273.85,17568.4,952.4,666.23805,0.3,0.25,-1.113781519,6.403927987,3.405230631
9,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00009Table.csv,57213.62,3829.94,2621.56,16763.59,1122.2,768.11708,55661.07,4386.1,2815.22,16308.69,1285.1,824.85946,0.3,0.4,-2.713602111,14.52137631,7.387204565
10,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00010Table.csv,53457.27,4993.66,3159.77,15662.98,1463.1,925.81261,52078.18,5649.2,3398.89,15258.91,1655.2,995.87477,0.3,0.55,-2.579798781,13.1274456,7.567639417
11,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00011Table.csv,49698.85,6646.81,3869.8,14561.76,1947.5,1133.8514,49113.12,7019.28,4015.53,14390.14,2056.6,1176.55029,0.3,0.7,-1.178558458,5.603740742,3.765827691
12,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00012Table.csv,46356.51,8628.9,4725.96,13582.46,2528.3,1384.70628,46621.74,8440.53,4645.66,13660.17,2473.1,1361.17838,0.3,0.85,0.572152649,-2.183012899,-1.69912568
13,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00013Table.csv,77647.34,1930.89,2177.21,22750.67,565.8,637.92253,76819.13,2076.92,2197.02,22508.01,608.5,643.72686,0.5,0.1,-1.066630228,7.562833719,0.909880076
14,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00014Table.csv,72220.43,2848.59,2313.56,21160.59,834.6,677.87308,71595.34,3010.73,2355.03,20977.43,882.1,690.02379,0.5,0.25,-0.865530709,5.691938819,1.792475665
15,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00015Table.csv,68619.05,3576.88,2719.74,20105.38,1048,796.88382,67015.59,4070.03,2900.14,19635.57,1192.5,849.74102,0.5,0.4,-2.336756338,13.78715529,6.632986977
16,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00016Table.csv,64442.94,4709.58,3274.63,18881.78,1379.9,959.46659,63070.76,5253.88,3486.86,18479.73,1539.4,1021.64998,0.5,0.55,-2.129294536,11.55729386,6.481037552
17,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00017Table.csv,60280.01,6260.87,3983.04,17662.04,1834.4,1167.03072,59777.48,6526.28,4097.1,17514.8,1912.2,1200.4503,0.5,0.7,-0.83365945,4.239187206,2.863641841
18,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00018Table.csv,56615.51,8098.9,4830.43,16588.34,2373,1415.31599,56998.21,7868.41,4715.7,16700.48,2305.4,1381.7001,0.5,0.85,0.675963177,-2.845942042,-2.375150866
19,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00019Table.csv,87813.99,1856.91,2406.69,25729.5,544.1,705.16017,86969.55,1997.36,2424.48,25482.08,585.2,710.37264,0.7,0.1,-0.961623541,7.563640672,0.739189509
20,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00020Table.csv,81753.81,2828.66,2541.18,23953.87,828.8,744.56574,81254.94,2954.05,2565.03,23807.7,865.5,751.55379,0.7,0.25,-0.610210093,4.432840992,0.938540363
21,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00021Table.csv,77571.06,3669.32,2929.98,22728.32,1075.1,858.48414,76394.77,4023.6,3081.39,22383.67,1178.9,902.84727,0.7,0.4,-1.516403153,9.655194968,5.167612066
22,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00022Table.csv,73196.16,4822.79,3522.97,21446.47,1413.1,1032.23021,72333.83,5148.9,3667.62,21193.81,1508.6,1074.61266,0.7,0.55,-1.17810825,6.761853616,4.105910638
23,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00023Table.csv,69324.89,6168.92,4179.98,20312.19,1807.5,1224.73414,68895.84,6371.42,4274.36,20186.48,1866.8,1252.38748,0.7,0.7,-0.618897484,3.28258431,2.25790554
24,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00024Table.csv,65741.22,7784.51,4971.59,19262.18,2280.9,1456.67587,66037.33,7633.45,4882.97,19348.94,2236.6,1430.71021,0.7,0.85,0.450417561,-1.940520341,-1.782528326
25,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00025Table.csv,96852.7,1802.42,2614.54,28377.84,528.1,766.06022,96019.02,1934.14,2630.16,28133.57,566.7,770.63688,0.9,0.1,-0.860771047,7.307952641,0.597428228
26,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00026Table.csv,90119.58,2853.49,2751.87,26405.04,836.1,806.29791,89823.58,2927.17,2763.73,26318.31,857.7,809.77289,0.9,0.25,-0.328452485,2.582101216,0.430979661
27,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00027Table.csv,85441.73,3786.54,3147.5,25034.43,1109.5,922.2175,84701.25,4007.91,3263.1,24817.47,1174.3,956.0883,0.9,0.4,-0.866649119,5.846234293,3.672756156
28,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00028Table.csv,80737.73,5028.08,3813,23656.15,1473.2,1117.209,80526.81,5110.47,3860.96,23594.36,1497.4,1131.26128,0.9,0.55,-0.261240934,1.638597636,1.257802255
29,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00029Table.csv,77251.04,6179.18,4406.49,22634.55,1810.5,1291.10157,77021.06,6276.38,4457.73,22567.17,1839,1306.11489,0.9,0.7,-0.29770473,1.573024252,1.16283028
30,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00030Table.csv,74018.24,7533.62,5093.7,21687.34,2207.4,1492.4541,74179.51,7456.97,5041.79,21734.6,2184.9,1477.24447,0.9,0.85,0.217878728,-1.017439159,-1.019102028
31,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00031Table.csv,102050.22,1790.31,2738.38,29900.71,524.6,802.34534,101256.32,1910.79,2753.3,29668.1,559.9,806.7169,1.1,0.1,-0.777950307,6.729560802,0.544847684
32,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00032Table.csv,95079.26,2859.5,2875.08,27858.22,837.8,842.39844,94875.44,2908.6,2882.29,27798.5,852.2,844.51097,1.1,0.25,-0.214368517,1.717083406,0.250775631
33,6A,Gas,BVT+gasfurnace+slab+IECC_2018_para00033Table.csv,90183.58,3833.62,3273.87,26423.79,1123.3,959.24391,89708.47,3972.97,3355.15,26284.58,1164.1,983.05895,1.1,0.4,-0.526825393,3.634945561,2.482688683
